Unnamed: 0,Unnamed: 1,Unnamed: 2,Consulta de precios
,,,
,,,
,,,
Fecha de operación,,Precio,
2010-01-04 00:00:00,,1010.0,
2010-01-05 00:00:00,,1015.0,
2010-01-06 00:00:00,,1025.0,
2010-01-07 00:00:00,,1000.0,
2010-01-08 00:00:00,(E),990.0,
2010-01-11 00:00:00,,990.0,
2010-01-12 00:00:00,,970.0,
2010-01-13 00:00:00,,994.0,
2010-01-14 00:00:00,,993.0,
2010-01-15 00:00:00,,997.0,
2010-01-18 00:00:00,,996.0,
2010-01-19 00:00:00,,989.0,
2010-01-20 00:00:00,,973.0,
2010-01-21 00:00:00,,982.0,
2010-01-22 00:00:00,,982.0,
2010-01-25 00:00:00,,980.0,
2010-01-26 00:00:00,,984.5,
2010-01-27 00:00:00,(E),950.0,
2010-01-28 00:00:00,(E),958.0,
2010-01-29 00:00:00,(E),940.0,
2010-02-01 00:00:00,(E),943.0,
2010-02-02 00:00:00,,957.0,
2010-02-03 00:00:00,(E),935.0,
2010-02-04 00:00:00,,939.0,
2010-02-05 00:00:00,,940.0,
2010-02-08 00:00:00,,951.0,
2010-02-09 00:00:00,,960.0,
2010-02-10 00:00:00,,960.0,
2010-02-11 00:00:00,,960.0,
2010-02-12 00:00:00,,961.0,
2010-02-15 00:00:00,,961.5,
2010-02-16 00:00:00,,991.0,
2010-02-17 00:00:00,,970.0,
2010-02-18 00:00:00,,961.0,
2010-02-19 00:00:00,,953.0,
2010-02-22 00:00:00,,941.0,
2010-02-23 00:00:00,,930.0,
2010-02-24 00:00:00,,910.0,
2010-02-25 00:00:00,,880.0,
2010-02-26 00:00:00,,882.0,
2010-03-01 00:00:00,,860.0,
2010-03-02 00:00:00,,859.0,
2010-03-03 00:00:00,,860.5,
2010-03-04 00:00:00,,830.0,
2010-03-05 00:00:00,,830.0,
2010-03-08 00:00:00,,831.0,
2010-03-09 00:00:00,,836.0,
2010-03-10 00:00:00,,847.0,
2010-03-11 00:00:00,,822.0,
2010-03-12 00:00:00,,823.0,
2010-03-15 00:00:00,,833.8,
2010-03-16 00:00:00,,843.0,
2010-03-17 00:00:00,,854.5,
2010-03-18 00:00:00,,849.5,
2010-03-19 00:00:00,,850.0,
2010-03-22 00:00:00,,865.0,
2010-03-23 00:00:00,,858.0,
2010-03-25 00:00:00,,842.0,
2010-03-26 00:00:00,,829.0,
2010-03-29 00:00:00,,842.0,
2010-03-30 00:00:00,,818.0,
2010-03-31 00:00:00,,814.5,
2010-04-05 00:00:00,,826.5,
2010-04-06 00:00:00,,831.0,
2010-04-07 00:00:00,,845.5,
2010-04-08 00:00:00,,849.9,
2010-04-09 00:00:00,,851.2,
2010-04-12 00:00:00,,852.0,
2010-04-13 00:00:00,,864.0,
2010-04-14 00:00:00,,875.0,
2010-04-15 00:00:00,,877.1,
2010-04-16 00:00:00,,879.0,
2010-04-19 00:00:00,,865.3,
2010-04-20 00:00:00,,879.0,
2010-04-21 00:00:00,,898.0,
2010-04-22 00:00:00,,896.5,
2010-04-23 00:00:00,,895.0,
2010-04-26 00:00:00,,896.5,
2010-04-27 00:00:00,,886.0,
2010-04-28 00:00:00,,887.0,
